episode,total_reward,score,steps,epsilon
450,-10.43,0,44,0.1042820154910064
451,-10.620000000000001,0,63,0.10376060541355137
452,-14.149999999999956,0,416,0.1032418023864836
453,-10.82,0,83,0.10272559337455119
454,-10.48,0,49,0.10221196540767843
455,-10.84,0,85,0.10170090558064004
456,-12.08,0,209,0.10119240105273684
457,-10.61,0,62,0.10068643904747315
458,-11.14,0,115,0.10018300685223579
459,-10.870000000000001,0,88,0.0996820918179746
460,-11.25,0,126,0.09918368135888474
461,-11.180000000000001,0,119,0.09868776295209031
462,-9.999999999999831,0,1000,0.09819432413732986
463,-9.999999999999831,0,1000,0.09770335251664321
464,-16.7499999999999,0,676,0.09721483575406
465,-11.500000000000002,0,151,0.09672876157528969
466,-11.22,0,123,0.09624511776741324
467,-11.490000000000002,0,150,0.09576389217857617
468,-11.24,0,125,0.09528507271768329
469,-12.509999999999991,0,252,0.09480864735409487
470,-13.109999999999978,0,312,0.0943346041173244
471,-16.959999999999894,0,697,0.09386293109673778
472,-10.0,0,1,0.09339361644125409
473,-12.859999999999983,0,287,0.09292664835904782
474,-13.94999999999996,0,396,0.09246201511725258
475,-9.999999999999831,0,1000,0.09199970504166631
476,-9.999999999999831,0,1000,0.09153970651645797
477,-9.999999999999831,0,1000,0.09108200798387568
478,-16.26999999999991,0,628,0.0906265979439563
479,-11.870000000000001,0,188,0.09017346495423652
480,-10.55,0,56,0.08972259762946533
481,-13.279999999999974,0,329,0.089273984641318
482,-17.099999999999895,0,711,0.0888276147181114
483,-14.139999999999956,0,415,0.08838347664452084
484,-14.88999999999994,0,490,0.08794155926129824
485,-11.0,0,101,0.08750185146499175
486,-11.46,0,147,0.08706434220766679
487,-12.729999999999986,0,274,0.08662902049662846
488,-19.419999999999845,0,943,0.08619587539414532
489,-14.699999999999944,0,471,0.08576489601717459
490,-12.279999999999996,0,229,0.08533607153708872
491,-14.059999999999958,0,407,0.08490939117940327
492,-11.280000000000001,0,129,0.08448484422350626
493,-11.38,0,139,0.08406242000238873
494,-14.41999999999995,0,443,0.08364210790237678
495,-11.930000000000001,0,194,0.0832238973628649
496,-10.66,0,67,0.08280777787605056
497,-12.339999999999995,0,235,0.08239373898667031
498,-12.749999999999986,0,276,0.08198177029173696
499,-11.8,0,181,0.08157186144027828
